trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20240621,3310,2243,2192
20240621,3320,3946,3412
20240621,3330,676,741
20240621,3340,10505,8425
20240621,3350,705,915
20240621,3360,14007,15637
20240621,3370,1119,1446
20240621,3380,830,915
20240621,3390,7670,9151
20240621,3400,549,686
20240621,3410,1160,1433
20240621,3420,2366,2978
20240621,3430,944,1141
20240621,3431,3,8
20240621,3432,70,74
20240621,3433,10,12
20240621,3434,46,53
20240621,3435,44,61
20240621,3436,40,45
20240621,3450,780,948
20240621,3460,194,229
20240621,3470,7290,6894
20240621,3480,2094,2347
20240621,3490,175,178
20240621,4050,2201,1791
20240621,4060,2528,1994
20240621,4070,852,893
20240621,4080,11347,12007
20240621,4090,717,694
20240621,4100,203,234
20240621,4110,612,643
20240621,4120,5840,6157
20240621,4130,713,636
20240621,4140,558,638
20240621,4150,1673,1530
20240621,4160,217,195
20240621,4170,3979,3824
20240621,4180,1870,1497
20240621,4190,2616,2265
20240621,4200,3530,3275
20240621,4210,4697,4103
20240621,4220,29000,29638
20240621,4250,2137,1872
20240621,4260,864,852
20240621,4270,457,436
20240621,4271,849,647
20240621,4272,4119,3775
20240621,4290,2618,2142
20240621,4300,1873,1951
20240621,4310,3190,3034
20240621,4320,1806,2034
20240621,4330,2942,2688
20240621,4340,15377,15148
20240621,4350,790,834
20240621,4360,1064,1120
20240621,4370,1525,1647
20240621,4380,641,642
20240621,4390,719,812
20240621,4400,16065,17009
20240621,4410,1102,1135
20240621,4420,2102,2006
20240621,4430,1670,1587
20240621,4440,6773,6940
20240621,4450,814,727
20240621,4460,1473,1430
20240621,4470,225,243
20240621,5000,12077,13064
20240621,5010,330,345
20240621,5020,233,245
20240621,5030,1117,1175
20240621,5040,336,371
20240621,5050,4274,4789
20240621,5060,202,163
20240621,5070,750,678
20240621,5080,40,38
20240621,5090,592,683
20240621,5100,168,207
20240621,5110,85,162
20240621,5120,1185,1422
20240621,5130,72,2
20240621,5140,3,1
20240621,5160,1,0
20240621,5190,221,230
20240621,5200,21,31
20240621,5210,543,539
20240621,5220,155,174
20240621,5230,906,754
20240621,5240,26,22
20240621,6000,6783,7622
20240621,6010,13,20
20240621,6020,249,252
20240621,6030,37,49
20240621,6040,9,10
20240621,6050,597,691
20240621,6060,8,8
20240621,6070,688,892
20240621,6080,207,228
20240621,6090,10,10
20240621,6100,13,7
20240621,6110,1757,1845
20240621,6120,17,12
20240621,6130,626,841
20240621,6140,45,59
20240621,6150,4,7
20240621,6160,585,676
20240621,6170,41,61
20240621,6180,417,473
20240621,6190,16,34
20240621,6200,8,13
20240621,6210,43,37
20240621,6220,418,483
20240621,6230,13,10
20240621,6240,654,386
20240621,6250,719,762
20240621,7000,13716,13598
20240621,7010,299,216
20240621,7020,18,19
20240621,7030,507,534
20240621,7040,18,17
20240621,7050,82,91
20240621,7060,963,954
20240621,7070,7,8
20240621,7080,28,14
20240621,7090,835,944
20240621,7100,163,212
20240621,7110,12,11
20240621,7120,632,641
20240621,7130,817,1041
20240621,7150,625,646
20240621,7160,5521,5578
20240621,7170,36,50
20240621,7180,150,148
20240621,7190,5036,4478
20240621,7200,144,154
20240621,7210,1628,1833
20240621,7220,117,131
20240621,7230,1222,1392
20240621,7240,132,111
20240621,7250,95,94
20240621,7260,211,199
20240621,7270,125,131
20240621,7280,27,24
20240621,7290,1372,1426
20240621,7300,168,211
20240621,7310,924,875
20240621,7320,222,255
20240621,7330,97,105
20240621,7331,7,11
20240621,7332,1159,1132
20240621,7333,36,29
20240621,7334,38,47
20240621,7335,176,187
20240621,7336,161,153
20240621,7350,644,650
20240621,7360,5369,5534
20240621,7361,121,161
20240621,7380,760,763
20240621,7390,588,564
20240622,900,10046,9939
20240622,910,1404,1552
20240622,920,1984,1885
20240622,930,5632,5760
20240622,940,2293,2209
20240622,950,1894,1604
20240622,960,9687,9704
20240622,970,6523,6554
20240622,980,13070,13196
20240622,990,15538,14708
20240622,1000,67334,62550
20240622,1010,4602,4569
20240622,1020,25453,24731
20240622,1030,3116,2879
20240622,1040,13950,13709
20240622,1050,1225,1209
20240622,1060,1621,1566
20240622,1070,8218,8246
20240622,1080,27566,28700
20240622,1090,8572,8566
20240622,1100,25300,26345
20240622,1110,5277,5282
20240622,1120,4895,4599
20240622,1130,1766,1732
20240622,1140,294,285
20240622,1150,778,795
20240622,1160,3614,3677
20240622,1170,6048,5963
20240622,1180,5060,4973
20240622,1190,2241,2275
20240622,1191,298,249
20240622,1192,2105,1832
20240622,1193,889,723
20240622,1194,3586,3647
20240622,1201,76,84
20240622,1202,223,145
20240622,1203,875,830
20240622,1204,72,58
20240622,1205,48,42
20240622,1206,95,153
20240622,1207,4,59
20240622,1208,907,933
20240622,1210,23919,24426
20240622,1220,1056,1005
20240622,1230,701,632
20240622,1240,656,619
20240622,1250,8451,8510
20240622,2110,54,63
20240622,2120,73,90
20240622,2130,764,807
20240622,2140,34,26
20240622,2150,1041,1034
20240622,2160,69,71
20240622,2170,794,905
20240622,2180,1363,1481
20240622,2190,314,355
20240622,2200,2865,3123
20240622,2210,85,98
20240622,2220,1285,1359
20240622,2230,3128,2974
20240622,2240,502,490
20240622,2250,705,703
20240622,2260,293,232
20240622,3140,321,340
20240622,3150,1007,1088
20240622,3160,4946,5236
20240622,3170,157,146
20240622,3180,1039,1059
20240622,3190,844,945
20240622,3210,535,618
20240622,3220,2257,2171
20240622,3230,8556,9095
20240622,3240,1001,973
20240622,3250,2781,2642
20240622,3260,675,606
20240622,3270,2779,2718
20240622,3280,2697,2542
20240622,3290,1667,1510
20240622,3300,31698,32493
20240622,3310,2440,2213
20240622,3320,3089,2886
20240622,3330,815,817
20240622,3340,10829,9824
20240622,3350,706,720
20240622,3360,14817,15239
20240622,3370,1408,1450
20240622,3380,1316,1402
20240622,3390,7309,7918
20240622,3400,525,547
20240622,3410,1075,1180
20240622,3420,2338,2512
20240622,3430,1007,1032
20240622,3431,17,24
20240622,3432,98,98
20240622,3433,1,2
20240622,3434,92,112
20240622,3435,61,79
20240622,3436,100,118
20240622,3450,803,882
20240622,3460,241,221
20240622,3470,6424,6343
20240622,3480,2158,2254
20240622,3490,159,164
20240622,4050,1801,1612
20240622,4060,2148,1977
20240622,4070,638,637
20240622,4080,11071,11680
20240622,4090,697,661
20240622,4100,203,236
20240622,4110,563,601
20240622,4120,4767,5084
20240622,4130,430,442
20240622,4140,528,553
20240622,4150,1277,1141
20240622,4160,159,156
20240622,4170,3179,2963
20240622,4180,1126,846
20240622,4190,2230,1924
20240622,4200,3099,3056
20240622,4210,3415,3015
20240622,4220,28655,29941
20240622,4250,1596,1504
20240622,4260,846,801
20240622,4270,370,383
20240622,4271,501,326
20240622,4272,4356,3715
20240622,4290,1032,1003
20240622,4300,1608,1606
20240622,4310,2603,2506
20240622,4320,1656,1823
20240622,4330,2410,2131
20240622,4340,14599,14112
20240622,4350,690,673
20240622,4360,892,882
20240622,4370,1215,1336
20240622,4380,652,669
20240622,4390,651,643
20240622,4400,17143,16928
20240622,4410,887,832
20240622,4420,1820,1688
20240622,4430,1207,1278
20240622,4440,5619,5335
20240622,4450,677,628
20240622,4460,1403,1326
20240622,4470,143,137
20240622,5000,11579,11348
20240622,5010,245,238
20240622,5020,224,219
20240622,5030,947,934
20240622,5040,258,282
20240622,5050,4155,4517
20240622,5060,36,45
20240622,5070,476,474
20240622,5080,19,26
20240622,5090,523,557
20240622,5100,119,177
20240622,5110,87,178
20240622,5120,1187,1311
20240622,5130,111,9
20240622,5140,5,8
20240622,5160,6,5
20240622,5190,254,193
20240622,5200,29,31
20240622,5210,679,638
20240622,5220,198,245
20240622,5230,949,687
20240622,5240,17,27
20240622,6000,5794,6904
20240622,6010,13,19
20240622,6020,247,227
20240622,6030,36,41
20240622,6040,5,5
20240622,6050,512,594
20240622,6060,12,9
20240622,6070,968,1074
20240622,6080,166,207
20240622,6090,10,11
20240622,6100,18,15
20240622,6110,1322,1523
20240622,6120,4,5
20240622,6130,597,803
20240622,6140,49,36
20240622,6150,5,4
20240622,6160,460,527
20240622,6170,56,70
20240622,6180,394,429
20240622,6190,12,16
20240622,6200,35,63
20240622,6210,40,36
20240622,6220,400,423
20240622,6230,4,10
20240622,6240,660,350
20240622,6250,643,555
20240622,7000,12426,12906
20240622,7010,136,141
20240622,7020,12,6
20240622,7030,405,419
20240622,7040,13,15
20240622,7050,53,51
20240622,7060,381,384
20240622,7070,8,9
20240622,7080,4,17
20240622,7090,628,789
20240622,7100,190,217
20240622,7110,9,9
20240622,7120,508,605
20240622,7130,691,761
20240622,7150,766,851
20240622,7160,5689,5900
20240622,7170,34,37
20240622,7180,107,123
20240622,7190,4558,5187
20240622,7200,160,140
20240622,7210,1982,2331
20240622,7220,95,87
20240622,7230,1311,1512
20240622,7240,268,267
20240622,7250,99,114
20240622,7260,206,230
20240622,7270,278,160
20240622,7280,55,36
20240622,7290,2287,2464
20240622,7300,294,354
20240622,7310,888,1018
20240622,7320,397,562
20240622,7330,431,503
20240622,7331,59,31
20240622,7332,1764,1854
20240622,7333,53,99
20240622,7334,78,40
20240622,7335,413,424
20240622,7336,603,428
20240622,7350,1533,1520
20240622,7360,5433,6279
20240622,7361,302,375
20240622,7362,1,0
20240622,7380,626,557
20240622,7390,407,441
20240623,900,11001,9783
20240623,910,1135,1307
20240623,920,1795,1723
20240623,930,4703,4866
20240623,940,1775,1836
20240623,950,1570,1402
20240623,960,7752,8342
20240623,970,5117,5494
20240623,980,11946,12693
20240623,990,12133,13448
20240623,1000,60967,62022
20240623,1010,4110,4207
20240623,1020,23042,24919
20240623,1030,2432,2396
20240623,1040,12291,13078
20240623,1050,1022,1031
20240623,1060,1451,1457
20240623,1070,7108,7247
20240623,1080,27176,27868
20240623,1090,7885,8088
20240623,1100,26504,26870
20240623,1110,4829,4893
20240623,1120,4426,4961
20240623,1130,1771,1731
20240623,1140,293,272
20240623,1150,693,687
20240623,1160,3220,3427
20240623,1170,6009,6763
20240623,1180,4471,4908
20240623,1190,1789,2144
20240623,1191,250,309
20240623,1192,1386,2598
20240623,1193,627,1103
20240623,1194,4537,2691
20240623,1201,66,75
20240623,1202,231,97
20240623,1203,503,466
20240623,1204,87,82
20240623,1205,43,38
20240623,1206,66,67
20240623,1207,14,132
20240623,1208,640,621
20240623,1210,21668,23041
20240623,1220,1072,1116
20240623,1230,617,561
20240623,1240,290,250
20240623,1250,8245,8562
20240623,2110,63,39
20240623,2120,69,67
20240623,2130,838,1555
20240623,2140,26,28
20240623,2150,1030,961
20240623,2160,94,99
20240623,2170,940,703
20240623,2180,1572,1353
20240623,2190,388,380
20240623,2200,3243,2856
20240623,2210,99,70
20240623,2220,1693,1424
20240623,2230,3408,3500
20240623,2240,582,542
20240623,2250,755,712
20240623,2260,399,252
20240623,3140,304,273
20240623,3150,1195,995
20240623,3160,5097,4566
20240623,3170,132,132
20240623,3180,1113,1020
20240623,3190,764,765
20240623,3210,610,575
20240623,3220,2183,2572
20240623,3230,9833,9380
20240623,3240,941,864
20240623,3250,3075,2980
20240623,3260,691,644
20240623,3270,2690,2534
20240623,3280,2852,2899
20240623,3290,1688,1683
20240623,3300,36588,34076
20240623,3310,1853,1940
20240623,3320,2610,2713
20240623,3330,867,985
20240623,3340,10804,11323
20240623,3350,630,806
20240623,3360,15510,15370
20240623,3370,1435,1394
20240623,3380,1063,965
20240623,3390,8125,7105
20240623,3400,619,515
20240623,3410,1141,914
20240623,3420,2695,2202
20240623,3430,1060,888
20240623,3431,12,9
20240623,3432,114,97
20240623,3433,9,20
20240623,3434,80,84
20240623,3435,75,104
20240623,3436,92,88
20240623,3450,978,772
20240623,3460,285,250
20240623,3470,7082,6787
20240623,3480,2449,2083
20240623,3490,162,138
20240623,4050,1511,1707
20240623,4060,2062,2014
20240623,4070,609,592
20240623,4080,12217,11567
20240623,4090,701,722
20240623,4100,288,232
20240623,4110,587,539
20240623,4120,5497,5085
20240623,4130,362,359
20240623,4140,513,437
20240623,4150,1291,1563
20240623,4160,150,149
20240623,4170,2986,3295
20240623,4180,797,1173
20240623,4190,2000,2436
20240623,4200,3219,3525
20240623,4210,2790,2961
20240623,4220,30913,29510
20240623,4250,1643,1684
20240623,4260,911,975
20240623,4270,326,352
20240623,4271,289,325
20240623,4272,4134,4676
20240623,4290,938,1063
20240623,4300,1379,1387
20240623,4310,2753,3135
20240623,4320,1495,1734
20240623,4330,2290,2335
20240623,4340,14799,15498
20240623,4350,642,661
20240623,4360,849,906
20240623,4370,1141,1261
20240623,4380,544,587
20240623,4390,587,584
20240623,4400,16814,16251
20240623,4410,872,870
20240623,4420,1435,1508
20240623,4430,1189,1282
20240623,4440,5676,6037
20240623,4450,623,588
20240623,4460,1106,1214
20240623,4470,103,111
20240623,5000,11235,10869
20240623,5010,236,258
20240623,5020,215,192
20240623,5030,984,814
20240623,5040,333,285
20240623,5050,4638,4123
20240623,5060,51,36
20240623,5070,483,452
20240623,5080,31,17
20240623,5090,610,514
20240623,5100,202,156
20240623,5110,70,140
20240623,5120,1416,1361
20240623,5130,75,4
20240623,5160,2,4
20240623,5190,230,277
20240623,5200,44,34
20240623,5210,733,698
20240623,5220,226,240
20240623,5230,988,925
20240623,5240,23,26
20240623,6000,8083,7308
20240623,6010,17,9
20240623,6020,271,286
20240623,6030,27,16
20240623,6040,6,1
20240623,6050,639,545
20240623,6060,6,1
20240623,6070,1041,763
20240623,6080,244,181
20240623,6090,4,9
20240623,6100,16,4
20240623,6110,1783,1584
20240623,6120,14,22
20240623,6130,1031,865
20240623,6140,41,37
20240623,6150,14,15
20240623,6160,655,552
20240623,6170,50,35
20240623,6180,482,345
20240623,6190,19,9
20240623,6200,58,36
20240623,6210,42,42
20240623,6220,495,435
20240623,6230,4,13
20240623,6240,524,348
20240623,6250,650,755
20240623,7000,14519,13061
20240623,7010,134,179
20240623,7020,8,3
20240623,7030,420,449
20240623,7040,14,8
20240623,7050,23,38
20240623,7060,348,334
20240623,7070,13,7
20240623,7080,22,16
20240623,7090,638,476
20240623,7100,146,138
20240623,7110,16,16
20240623,7120,590,651
20240623,7130,662,601
20240623,7150,574,503
20240623,7160,5908,5175
20240623,7170,31,34
20240623,7180,96,93
20240623,7190,4767,4569
20240623,7200,97,101
20240623,7210,2095,1945
20240623,7220,74,72
20240623,7230,1360,1142
20240623,7240,219,143
20240623,7250,89,108
20240623,7260,205,172
20240623,7270,239,145
20240623,7280,96,58
20240623,7290,2651,2501
20240623,7300,152,178
20240623,7310,803,839
20240623,7320,298,443
20240623,7330,517,671
20240623,7331,106,20
20240623,7332,1551,1610
20240623,7333,87,120
20240623,7334,106,53
20240623,7335,378,350
20240623,7336,392,279
20240623,7350,1403,1418
20240623,7360,5120,5442
20240623,7361,200,312
20240623,7380,545,540
20240623,7390,366,346
20240624,900,8905,7943
20240624,910,1565,1580
20240624,920,2626,2375
20240624,930,6500,6612
20240624,940,2652,2654
20240624,950,2660,2085
20240624,960,10832,11387
20240624,970,13795,14115
20240624,980,15536,16540
20240624,990,19335,19849
20240624,1000,61113,61311
20240624,1010,5020,4806
20240624,1020,23091,23159
20240624,1030,3197,3086
20240624,1040,14461,14599
20240624,1050,1389,1394
20240624,1060,1615,1643
20240624,1070,8790,8837
20240624,1080,26195,27061
20240624,1090,9558,9451
20240624,1100,22110,22751
20240624,1110,5903,5791
20240624,1120,5010,4840
20240624,1130,1686,1644
20240624,1140,372,374
20240624,1150,929,929
20240624,1160,3442,3611
20240624,1170,5286,5402
20240624,1180,5883,5895
20240624,1190,2860,2890
20240624,1191,296,302
20240624,1192,1845,2123
20240624,1193,682,855
20240624,1194,3703,3384
20240624,1201,63,54
20240624,1202,283,150
20240624,1203,419,436
20240624,1204,70,61
20240624,1205,48,39
20240624,1206,28,34
20240624,1207,4,104
20240624,1208,278,292
20240624,1210,17956,18300
20240624,1220,1297,1223
20240624,1230,610,596
20240624,1240,282,275
20240624,1250,8698,8761
20240624,2110,43,35
20240624,2120,77,85
20240624,2130,1191,1295
20240624,2140,26,31
20240624,2150,554,528
20240624,2160,56,50
20240624,2170,739,712
20240624,2180,1522,1378
20240624,2190,323,272
20240624,2200,2351,2191
20240624,2210,77,74
20240624,2220,1249,1307
20240624,2230,2371,2345
20240624,2240,412,349
20240624,2250,633,632
20240624,2260,466,231
20240624,3140,361,351
20240624,3150,914,949
20240624,3160,5700,5492
20240624,3170,161,156
20240624,3180,861,832
20240624,3190,669,638
20240624,3210,401,424
20240624,3220,2164,2197
20240624,3230,6936,6934
20240624,3240,901,847
20240624,3250,2102,2153
20240624,3260,682,621
20240624,3270,2548,2528
20240624,3280,2075,1927
20240624,3290,1368,1246
20240624,3300,21861,21000
20240624,3310,1788,1810
20240624,3320,3213,3053
20240624,3330,562,580
20240624,3340,6605,7243
20240624,3350,518,828
20240624,3360,11735,11498
20240624,3370,1056,990
20240624,3380,760,731
20240624,3390,7098,6858
20240624,3400,511,482
20240624,3410,1152,1133
20240624,3420,2332,2269
20240624,3430,951,926
20240624,3431,9,6
20240624,3432,57,56
20240624,3433,3,8
20240624,3434,34,31
20240624,3435,50,73
20240624,3436,31,22
20240624,3450,731,720
20240624,3460,176,189
20240624,3470,5162,5005
20240624,3480,1931,1838
20240624,3490,124,125
20240624,4050,1703,1757
20240624,4060,1840,1795
20240624,4070,771,847
20240624,4080,9530,9246
20240624,4090,618,608
20240624,4100,195,183
20240624,4110,588,565
20240624,4120,5124,4994
20240624,4130,612,611
20240624,4140,551,537
20240624,4150,1230,1279
20240624,4160,182,179
20240624,4170,3131,3232
20240624,4180,1497,1434
20240624,4190,2064,2004
20240624,4200,2677,2922
20240624,4210,3422,3429
20240624,4220,23266,23080
20240624,4250,1546,1465
20240624,4260,718,744
20240624,4270,375,517
20240624,4271,318,347
20240624,4272,2703,2746
20240624,4290,1356,1305
20240624,4300,1633,1628
20240624,4310,2408,2419
20240624,4320,1316,1557
20240624,4330,2372,2272
20240624,4340,11493,11750
20240624,4350,687,676
20240624,4360,919,937
20240624,4370,1316,1273
20240624,4380,454,522
20240624,4390,639,706
20240624,4400,13725,13687
20240624,4410,931,976
20240624,4420,1747,1743
20240624,4430,1507,1375
20240624,4440,5279,5137
20240624,4450,656,650
20240624,4460,1225,1220
20240624,4470,204,206
20240624,5000,10272,10258
20240624,5010,270,275
20240624,5020,200,192
20240624,5030,921,871
20240624,5040,303,271
20240624,5050,3937,4007
20240624,5060,206,171
20240624,5070,518,524
20240624,5080,42,25
20240624,5090,532,520
20240624,5100,187,186
20240624,5110,78,154
20240624,5120,965,1017
20240624,5130,80,1
20240624,5140,3,1
20240624,5160,1,3
20240624,5190,163,183
20240624,5200,22,37
20240624,5210,609,535
20240624,5220,157,141
20240624,5230,799,763
20240624,5240,10,21
20240624,6000,5964,5798
20240624,6010,3,1
20240624,6020,363,161
20240624,6030,44,52
20240624,6040,7,6
20240624,6050,582,639
20240624,6060,7,12
20240624,6070,718,737
20240624,6080,172,171
20240624,6090,4,6
20240624,6100,9,8
20240624,6110,1543,1423
20240624,6120,11,8
20240624,6130,692,645
20240624,6140,47,33
20240624,6150,8,2
20240624,6160,551,512
20240624,6170,59,52
20240624,6180,429,385
20240624,6190,23,20
20240624,6200,46,35
20240624,6210,44,43
20240624,6220,384,363
20240624,6230,9,11
20240624,6240,590,308
20240624,6250,625,619
20240624,7000,9534,10330
20240624,7010,193,198
20240624,7020,13,12
20240624,7030,448,409
20240624,7040,11,12
20240624,7050,87,74
20240624,7060,946,968
20240624,7070,10,9
20240624,7080,21,17
20240624,7090,940,837
20240624,7100,182,202
20240624,7110,10,9
20240624,7120,485,517
20240624,7130,700,815
20240624,7150,542,550
20240624,7160,4758,4565
20240624,7170,34,36
20240624,7180,120,113
20240624,7190,3915,3762
20240624,7200,125,139
20240624,7210,1695,1518
20240624,7220,106,117
20240624,7230,1207,1059
20240624,7240,138,154
20240624,7250,87,106
20240624,7260,191,164
20240624,7270,109,119
20240624,7280,26,23
20240624,7290,935,985
20240624,7300,168,164
20240624,7310,774,798
20240624,7320,95,100
20240624,7330,62,97
20240624,7331,38,20
20240624,7332,1162,1128
20240624,7333,21,22
20240624,7334,31,34
20240624,7335,292,190
20240624,7336,148,145
20240624,7350,599,647
20240624,7360,4707,4896
20240624,7361,107,129
20240624,7380,739,693
20240624,7390,563,537
20240625,900,9528,8578
20240625,910,1540,1619
20240625,920,2655,2366
20240625,930,6699,6751
20240625,940,2739,2765
20240625,950,2732,2163
20240625,960,11216,11924
20240625,970,14274,14470
20240625,980,15886,16642
20240625,990,19392,20137
20240625,1000,60386,60059
20240625,1010,5180,4999
20240625,1020,21938,22442
20240625,1030,3221,3072
20240625,1040,14366,14494
20240625,1050,1381,1337
20240625,1060,1682,1672
20240625,1070,8735,8815
20240625,1080,25946,26541
20240625,1090,9281,9184
20240625,1100,21129,21488
20240625,1110,5848,5697
20240625,1120,4836,4672
20240625,1130,1521,1557
20240625,1140,367,374
20240625,1150,936,933
20240625,1160,3402,3484
20240625,1170,4583,4761
20240625,1180,5714,5782
20240625,1190,2868,2814
20240625,1191,269,294
20240625,1192,2253,2270
20240625,1193,714,740
20240625,1194,3445,3419
20240625,1201,57,49
20240625,1202,232,158
20240625,1203,418,458
20240625,1204,57,58
20240625,1205,44,34
20240625,1206,23,23
20240625,1207,13,84
20240625,1208,248,231
20240625,1210,17572,17491
20240625,1220,1184,1130
20240625,1230,605,562
20240625,1240,275,260
20240625,1250,8278,8267
20240625,2110,74,58
20240625,2120,109,119
20240625,2130,1233,1217
20240625,2140,31,21
20240625,2150,563,538
20240625,2160,95,96
20240625,2170,716,734
20240625,2180,1414,1361
20240625,2190,253,239
20240625,2200,2171,2195
20240625,2210,70,68
20240625,2220,1130,1081
20240625,2230,2192,2190
20240625,2240,379,350
20240625,2250,668,651
20240625,2260,249,224
20240625,3140,380,373
20240625,3150,793,872
20240625,3160,5367,5230
20240625,3170,157,151
20240625,3180,758,792
20240625,3190,686,652
20240625,3210,423,390
20240625,3220,2313,2370
20240625,3230,6307,6430
20240625,3240,922,887
20240625,3250,2316,2164
20240625,3260,752,750
20240625,3270,2579,2620
20240625,3280,2054,1978
20240625,3290,1350,1263
20240625,3300,21162,20479
20240625,3310,1862,1902
20240625,3320,3100,3011
20240625,3330,546,525
20240625,3340,6289,6292
20240625,3350,665,696
20240625,3360,11139,11185
20240625,3370,1037,1047
20240625,3380,664,683
20240625,3390,6484,6625
20240625,3400,492,487
20240625,3410,1072,1127
20240625,3420,2224,2110
20240625,3430,909,868
20240625,3431,10,34
20240625,3432,65,63
20240625,3433,6,8
20240625,3434,53,59
20240625,3435,36,44
20240625,3436,61,73
20240625,3450,710,686
20240625,3460,159,136
20240625,3470,4653,4550
20240625,3480,1633,1565
20240625,3490,135,134
20240625,4050,1507,1471
20240625,4060,1556,1606
20240625,4070,760,756
20240625,4080,8827,8453
20240625,4090,599,624
20240625,4100,199,184
20240625,4110,579,572
20240625,4120,5032,4998
20240625,4130,544,547
20240625,4140,562,533
20240625,4150,1248,1253
20240625,4160,179,168
20240625,4170,3124,3162
20240625,4180,1474,1334
20240625,4190,2031,1961
20240625,4200,2712,2823
20240625,4210,3323,3394
20240625,4220,22731,23439
20240625,4250,1498,1447
20240625,4260,678,688
20240625,4270,346,333
20240625,4271,368,336
20240625,4272,2627,2521
20240625,4290,1367,1396
20240625,4300,1625,1682
20240625,4310,2300,2380
20240625,4320,1444,1607
20240625,4330,2304,2211
20240625,4340,10741,10996
20240625,4350,710,733
20240625,4360,952,1010
20240625,4370,1405,1376
20240625,4380,498,507
20240625,4390,684,749
20240625,4400,13637,13254
20240625,4410,1028,1038
20240625,4420,1780,1782
20240625,4430,1454,1379
20240625,4440,5510,5333
20240625,4450,667,690
20240625,4460,1258,1218
20240625,4470,225,211
20240625,5000,9884,9825
20240625,5010,287,276
20240625,5020,208,206
20240625,5030,884,858
20240625,5040,303,278
20240625,5050,3856,3881
20240625,5060,197,156
20240625,5070,504,515
20240625,5080,49,52
20240625,5090,498,491
20240625,5100,191,175
20240625,5110,66,172
20240625,5120,954,954
20240625,5130,113,11
20240625,5140,5,9
20240625,5160,12,4
20240625,5190,139,152
20240625,5200,25,20
20240625,5210,549,577
20240625,5220,144,130
20240625,5230,734,725
20240625,5240,23,30
20240625,6000,4911,4925
20240625,6010,6,5
20240625,6020,187,143
20240625,6030,52,46
20240625,6040,7,8
20240625,6050,562,610
20240625,6060,9,6
20240625,6070,612,615
20240625,6080,173,171
20240625,6090,6,5
20240625,6100,9,7
20240625,6110,1357,1348
20240625,6120,13,8
20240625,6130,613,585
20240625,6140,43,42
20240625,6150,6,10
20240625,6160,614,586
20240625,6170,49,50
20240625,6180,379,371
20240625,6190,20,19
20240625,6200,32,17
20240625,6210,40,28
20240625,6220,458,335
20240625,6230,5,9
20240625,6240,347,197
20240625,6250,620,621
20240625,7000,8444,8749
20240625,7010,201,219
20240625,7020,19,14
20240625,7030,408,455
20240625,7040,18,17
20240625,7050,75,86
20240625,7060,971,966
20240625,7070,11,11
20240625,7080,28,20
20240625,7090,808,793
20240625,7100,203,199
20240625,7110,20,11
20240625,7120,591,537
20240625,7130,608,645
20240625,7150,612,576
20240625,7160,4699,4526
20240625,7170,45,40
20240625,7180,121,127
20240625,7190,3876,3764
20240625,7200,154,146
20240625,7210,1606,1580
20240625,7220,112,103
20240625,7230,1008,992
20240625,7240,117,145
20240625,7250,116,76
20240625,7260,194,186
20240625,7270,104,73
20240625,7280,33,19
20240625,7290,1011,980
20240625,7300,166,191
20240625,7310,826,851
20240625,7320,168,193
20240625,7330,117,100
20240625,7331,12,11
20240625,7332,946,899
20240625,7333,9,35
20240625,7334,48,12
20240625,7335,156,162
20240625,7336,127,129
20240625,7350,661,682
20240625,7360,4547,4867
20240625,7361,173,218
20240625,7380,847,781
20240625,7390,585,609
20240626,900,9225,8645
20240626,910,1618,1696
20240626,920,2656,2289
20240626,930,6761,6782
20240626,940,2843,2885
20240626,950,2713,2138
20240626,960,11349,11943
20240626,970,14396,14672
20240626,980,16417,17234
20240626,990,20080,20328
20240626,1000,61037,60035
20240626,1010,5199,4993
20240626,1020,22463,22893
20240626,1030,3183,3079
20240626,1040,14270,14392
20240626,1050,1413,1425
20240626,1060,1692,1630
20240626,1070,8908,8995
20240626,1080,25928,26610
20240626,1090,9427,9308
20240626,1100,21396,21846
20240626,1110,5745,5720
20240626,1120,5121,4813
20240626,1130,1612,1596
20240626,1140,373,357
20240626,1150,976,1002
20240626,1160,3570,3584
20240626,1170,4826,4950
20240626,1180,5923,5972
20240626,1190,3007,2979
20240626,1191,288,312
20240626,1192,1943,2052
20240626,1193,651,666
20240626,1194,3359,3367
20240626,1201,57,63
20240626,1202,234,136
20240626,1203,460,441
20240626,1204,84,83
20240626,1205,53,33
20240626,1206,17,20
20240626,1207,2,76
20240626,1208,193,218
20240626,1210,17929,17745
20240626,1220,1242,1167
20240626,1230,628,636
20240626,1240,298,282
20240626,1250,8215,8331
20240626,2110,42,47
20240626,2120,66,71
20240626,2130,1278,1192
20240626,2140,46,45
20240626,2150,531,528
20240626,2160,57,57
20240626,2170,637,652
20240626,2180,1461,1422
20240626,2190,283,286
20240626,2200,2317,2242
20240626,2210,84,77
20240626,2220,1186,1178
20240626,2230,2207,2204
20240626,2240,387,366
20240626,2250,627,654
20240626,2260,833,200
20240626,3140,352,348
20240626,3150,797,861
20240626,3160,5370,5345
20240626,3170,137,141
20240626,3180,843,801
20240626,3190,670,664
20240626,3210,382,397
20240626,3220,2345,2348
20240626,3230,6469,6763
20240626,3240,957,893
20240626,3250,2151,2125
20240626,3260,717,707
20240626,3270,2667,2672
20240626,3280,1972,1995
20240626,3290,1398,1320
20240626,3300,21101,20536
20240626,3310,1841,1937
